sample_id,group,epoch,country,sex,year_from,year_to,date_mid,date_bp,date_uncertainty,lat,lon,haplogroup
Pal7,NEGr,Neolithic,Greece,F,-4452.0,-4350.0,-4401.0,6351.0,51.0,40.47999954223633,22.479999542236328,J1c1
Plinkaigalis241,CWC,Neolithic,Lithuania,F,-2860.0,-2410.0,-2635.0,4585.0,225.0,55.40999984741211,23.64699935913086,I2
Plinkaigalis242,CWC,Neolithic,Lithuania,F,-3260.0,-2630.0,-2945.0,4895.0,315.0,55.40999984741211,23.64699935913086,W6a
Pv517,CAIB,Copper Age,Spain,U,-3354.0,-3090.0,-3222.0,5172.0,132.0,42.46523666381836,-7.035059928894043,K2b1
Pxevi,CAIB,Copper Age,Spain,U,-3354.0,-3090.0,-3222.0,5172.0,132.0,42.46523666381836,-7.035059928894043,J2a1
RA43,NESw,Neolithic,Switzerland,F,-3330.0,-3216.0,-3273.0,5223.0,57.0,47.26206588745117,7.659834861755371,K1a4a1a
RISE1159,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,T2b
RISE1160,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,T2b
RISE1161,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,H27+16093
RISE1162,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,K1a1b1e
RISE1163,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV0a
RISE1164,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,K1a1b1e
RISE1165,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV16
RISE1166,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,J1c3f
RISE1167,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,J1c3f
RISE1168,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV0a
RISE1169,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV0a
RISE1172,GAC,Neolithic,Poland,F,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV0a
RISE1173,GAC,Neolithic,Poland,M,-2880.0,-2776.0,-2828.0,4778.0,52.0,50.1775016784668,20.5130558013916,HV0a
Rebolal,CAIB,Copper Age,Spain,U,-3500.0,-3181.0,-3340.5,5290.5,159.5,42.559024810791016,-8.135163307189941,K2b1
STR_220,MAGe,Middle Ages,Germany,F,480.0,530.0,505.0,1445.0,25.0,48.87327575683594,12.553182601928713,U5b2b
STR_228,MAGe,Middle Ages,Germany,F,382.0,546.0,464.0,1486.0,82.0,48.87327575683594,12.553182601928713,T2b21
STR_241,MAGe,Middle Ages,Germany,M,480.0,510.0,495.0,1455.0,15.0,48.87327575683594,12.553182601928713,H1
STR_248,MAGe,Middle Ages,Germany,F,530.0,560.0,545.0,1405.0,15.0,48.87327575683594,12.553182601928713,H11a2
STR_266,MAGe,Middle Ages,Germany,F,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,J1cH
STR_300,MAGe,Middle Ages,Germany,F,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,J1c10
STR_310,MAGe,Middle Ages,Germany,F,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,H7
STR_328,MAGe,Middle Ages,Germany,F,350.0,530.0,440.0,1510.0,90.0,48.87327575683594,12.553182601928713,U5a1h
STR_355,MAGe,Middle Ages,Germany,F,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,T2b
STR_393,MAGe,Middle Ages,Germany,M,460.0,530.0,495.0,1455.0,35.0,48.87327575683594,12.553182601928713,H5a1
STR_480,MAGe,Middle Ages,Germany,F,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,J1c2o
STR_486,MAGe,Middle Ages,Germany,M,460.0,530.0,495.0,1455.0,35.0,48.87327575683594,12.553182601928713,T2b
STR_491,MAGe,Middle Ages,Germany,M,510.0,530.0,520.0,1430.0,10.0,48.87327575683594,12.553182601928713,T2b
STR_535,MAGe,Middle Ages,Germany,F,348.0,538.0,443.0,1507.0,95.0,48.87327575683594,12.553182601928713,HV9
SX18,IASw,Iron Age,Switzerland,F,-178.0,2.0,-88.0,2038.0,90.0,47.45000076293945,9.291999816894531,B4c1b2c2
SX23,NESw,Neolithic,Switzerland,F,-1883.0,-1749.0,-1816.0,3766.0,67.0,47.45000076293945,9.291999816894531,X2b4
SX30,NESw,Neolithic,Switzerland,F,-4786.0,-4618.0,-4702.0,6652.0,84.0,48.55445861816406,7.681748867034912,U8b1b1
SZ1,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,J1b
SZ11,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,K2a3a
SZ12,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,W6
SZ13,LONG,Middle Ages,Hungary,M,422.0,541.0,481.5,1468.5,59.5,46.78821563720703,17.842775344848633,N1b1b1
SZ14,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,I3
SZ15,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H1c1
SZ16,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,U4b1b
SZ18,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H13a1a2
SZ19,LONG,Middle Ages,Hungary,F,426.0,549.0,487.5,1462.5,61.5,46.78821563720703,17.842775344848633,HV9c
SZ2,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,T1a1
SZ20,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,
SZ22,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,N1b1b1
SZ23,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H13a1a2
SZ24,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,U4b
SZ25,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,
SZ27B,LONG,Middle Ages,Hungary,M,412.0,538.0,475.0,1475.0,63.0,46.78821563720703,17.842775344848633,N1a1a1a1
SZ28,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H3b5
SZ3,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H18
SZ30,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H13a
SZ31,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,
SZ32,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H74
SZ35,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,
SZ36,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,U4c2a
SZ37,LONG,Middle Ages,Hungary,M,430.0,577.0,503.5,1446.5,73.5,46.78821563720703,17.842775344848633,H66a
SZ38,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,HV0
SZ4,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,H1c9
SZ40,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,T2
SZ42,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,K2a6
SZ5,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,J2b1
SZ7,LONG,Middle Ages,Hungary,M,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,T2e
SZ9,LONG,Middle Ages,Hungary,F,412.0,604.0,508.0,1442.0,96.0,46.78821563720703,17.842775344848633,J1b1a1d
Saxtorp5164,FBC,Neolithic,Sweden,F,-3945.0,-3647.0,-3796.0,5746.0,149.0,55.845001220703125,12.968999862670898,T2b
Sope,CWC,Neolithic,Estonia,F,-2625.0,-2400.0,-2512.5,4462.5,112.5,59.41722106933594,27.06166648864746,H5a1
Spiginas1,NESC,Neolithic,Lithuania,M,-4440.0,-4240.0,-4340.0,6290.0,100.0,55.76800155639648,22.41699981689453,H11a
Spiginas2,CWC,Neolithic,Lithuania,M,-2130.0,-1750.0,-1940.0,3890.0,190.0,55.76800155639648,22.41699981689453,I4a
Spiginas4,HGN,Mesolithic,Lithuania,F,-6440.0,-6230.0,-6335.0,8285.0,105.0,55.76800155639648,22.41699981689453,U4a2
Tamula1,NEBL,Neolithic,Estonia,F,-3630.0,-3360.0,-3495.0,5445.0,135.0,57.505001068115234,26.583999633789062,U5a1d2b
Theo5,HGS,Mesolithic,Greece,U,-7605.0,-7529.0,-7567.0,9517.0,38.0,39.682491302490234,21.681909561157227,K1c
Turlojiske1,TRC,Bronze Age,Lithuania,M,-930.0,-810.0,-870.0,2820.0,60.0,54.36199951171875,23.33300018310547,T2b
Turlojiske1932,TRC,Bronze Age,Lithuania,F,-1230.0,-920.0,-1075.0,3025.0,155.0,54.36199951171875,23.33300018310547,U5a2a1
Turlojiske3,TRC,Bronze Age,Lithuania,M,-1010.0,-800.0,-905.0,2855.0,105.0,54.36199951171875,23.33300018310547,H4a1a1a3
Turlojiske5,TRC,Bronze Age,Lithuania,M,-2100.0,-600.0,-1350.0,3300.0,750.0,54.36199951171875,23.33300018310547,H5
Val05,NEIB,Neolithic,Spain,U,-3480.0,-3030.0,-3255.0,5205.0,225.0,42.85709381103515,-7.231459617614746,H1ay
Val145,BAIB,Bronze Age,Spain,U,-1650.0,-1430.0,-1540.0,3490.0,110.0,42.85709381103515,-7.231459617614746,H1bm
Val146,BAIB,Bronze Age,Spain,U,-1650.0,-1430.0,-1540.0,3490.0,110.0,42.85709381103515,-7.231459617614746,H1bm
Veibri4,NEBL,Neolithic,Estonia,F,-4900.0,-4720.0,-4810.0,6760.0,90.0,58.20199966430664,26.46500015258789,U5b1
Villabruna,HGS,Epigravettian,Italy,M,-12230.0,-11830.0,-12030.0,13980.0,200.0,46.150001525878906,12.210000038146973,U5b2b
Vim_2,MABA,Middle Ages,Serbia,M,500.0,600.0,550.0,1400.0,50.0,44.73298263549805,21.230548858642575,H7
